"row_id","x","y","z","size","color","category","tooltip","date","nodeName"
"216","1.283","18.826","13.9818","11.8","38.25","Segment-12","Node 216 on 2025-08-04 | row 216","2025-08-04","Node-216"
"217","4.2911","18.3357","-11.9649","12.85","28","Segment-01","Node 217 on 2025-08-05 | row 217","2025-08-05","Node-217"
"218","7.3135","26.1973","-9.629","13.9","32.8","Segment-02","Node 218 on 2025-08-06 | row 218","2025-08-06","Node-218"
"219","10.3493","25.6724","-7.2232","14.95","37.6","Segment-03","Node 219 on 2025-08-07 | row 219","2025-08-07","Node-219"
"220","13.3976","25.1326","-4.7501","16","22.6","Segment-04","Node 220 on 2025-08-08 | row 220","2025-08-08","Node-220"
"221","-8.1925","24.5796","-2.2126","6","27.4","Segment-05","Node 221 on 2025-08-09 | row 221","2025-08-09","Node-221"
"222","-5.1219","24.0151","0.3861","7.05","32.2","Segment-06","Node 222 on 2025-08-10 | row 222","2025-08-10","Node-222"
"223","-2.0416","23.4407","3.0426","8.1","37","Segment-07","Node 223 on 2025-08-11 | row 223","2025-08-11","Node-223"
"224","1.0477","22.8581","5.7535","9.15","26.75","Segment-08","Node 224 on 2025-08-12 | row 224","2025-08-12","Node-224"
"225","4.1449","22.2691","8.5151","6.6","31.55","Segment-09","Node 225 on 2025-08-13 | row 225","2025-08-13","Node-225"
"226","7.2492","21.6753","11.3235","7.65","36.35","Segment-10","Node 226 on 2025-08-14 | row 226","2025-08-14","Node-226"
"227","10.3595","21.0785","14.1747","8.7","41.15","Segment-11","Node 227 on 2025-08-15 | row 227","2025-08-15","Node-227"
"228","13.4751","20.4803","17.0645","9.75","45.95","Segment-12","Node 228 on 2025-08-16 | row 228","2025-08-16","Node-228"
"229","16.5948","19.8826","19.9887","10.8","50.75","Segment-01","Node 229 on 2025-08-17 | row 229","2025-08-17","Node-229"
"230","19.7179","-6.473","22.9427","11.85","55.55","Segment-02","Node 230 on 2025-08-18 | row 230","2025-08-18","Node-230"
"231","22.8433","-7.0648","25.922","12.9","25.5","Segment-03","Node 231 on 2025-08-19 | row 231","2025-08-19","Node-231"
"232","25.9701","-7.651","28.922","13.95","30.3","Segment-04","Node 232 on 2025-08-20 | row 232","2025-08-20","Node-232"
"233","18.0774","-8.2299","31.9379","15","35.1","Segment-05","Node 233 on 2025-08-21 | row 233","2025-08-21","Node-233"
"234","21.2041","-8.7999","34.9648","12.45","39.9","Segment-06","Node 234 on 2025-08-22 | row 234","2025-08-22","Node-234"
"235","24.3294","-9.3593","37.998","13.5","44.7","Segment-07","Node 235 on 2025-08-23 | row 235","2025-08-23","Node-235"
"236","27.4524","-9.9063","41.0325","14.55","49.5","Segment-08","Node 236 on 2025-08-24 | row 236","2025-08-24","Node-236"
"237","30.572","-10.4393","44.0632","15.6","54.3","Segment-09","Node 237 on 2025-08-25 | row 237","2025-08-25","Node-237"
"238","9.0373","-10.9567","47.0851","5.6","44.05","Segment-10","Node 238 on 2025-08-26 | row 238","2025-08-26","Node-238"
"239","12.1474","-11.4568","50.0933","6.65","48.85","Segment-11","Node 239 on 2025-08-27 | row 239","2025-08-27","Node-239"
"240","15.2514","-11.938","53.0827","7.7","53.65","Segment-12","Node 240 on 2025-08-28 | row 240","2025-08-28","Node-240"
"241","18.3483","-12.3988","56.0483","8.75","58.45","Segment-01","Node 241 on 2025-08-29 | row 241","2025-08-29","Node-241"
"242","21.4371","-12.8376","58.9851","9.8","43.45","Segment-02","Node 242 on 2025-08-30 | row 242","2025-08-30","Node-242"
"243","24.5171","-13.2529","61.8882","7.25","48.25","Segment-03","Node 243 on 2025-08-31 | row 243","2025-08-31","Node-243"
"244","27.5872","-13.6431","64.7527","8.3","53.05","Segment-04","Node 244 on 2025-09-01 | row 244","2025-09-01","Node-244"
"245","30.6466","-14.0068","67.5737","9.35","42.8","Segment-05","Node 245 on 2025-09-02 | row 245","2025-09-02","Node-245"
"246","33.6943","-14.3426","70.3466","10.4","47.6","Segment-06","Node 246 on 2025-09-03 | row 246","2025-09-03","Node-246"
"247","36.7295","-14.6489","73.0666","11.45","52.4","Segment-07","Node 247 on 2025-09-04 | row 247","2025-09-04","Node-247"
"248","39.7513","-14.9246","47.5192","12.5","57.2","Segment-08","Node 248 on 2025-09-05 | row 248","2025-09-05","Node-248"
"249","42.7589","-6.7981","50.1201","13.55","62","Segment-09","Node 249 on 2025-09-06 | row 249","2025-09-06","Node-249"
"250","45.7512","-7.0083","52.6548","14.6","66.8","Segment-10","Node 250 on 2025-09-07 | row 250","2025-09-07","Node-250"
"251","48.7276","-7.1838","55.1193","15.65","71.6","Segment-11","Node 251 on 2025-09-08 | row 251","2025-09-08","Node-251"
"252","51.6872","-7.3234","57.5095","13.1","61.35","Segment-12","Node 252 on 2025-09-09 | row 252","2025-09-09","Node-252"
"253","54.6291","-33.186","59.8216","14.15","46.35","Segment-01","Node 253 on 2025-09-10 | row 253","2025-09-10","Node-253"
"254","57.5525","-33.2505","62.052","15.2","51.15","Segment-02","Node 254 on 2025-09-11 | row 254","2025-09-11","Node-254"
"255","35.8067","-33.2757","64.1971","5.2","55.95","Segment-03","Node 255 on 2025-09-12 | row 255","2025-09-12","Node-255"
"256","38.6909","-33.2606","66.2537","6.25","60.75","Segment-04","Node 256 on 2025-09-13 | row 256","2025-09-13","Node-256"
"257","41.5542","-33.2041","68.2186","7.3","65.55","Segment-05","Node 257 on 2025-09-14 | row 257","2025-09-14","Node-257"
"258","44.3959","-33.1055","70.0891","8.35","70.35","Segment-06","Node 258 on 2025-09-15 | row 258","2025-09-15","Node-258"
"259","47.2154","-32.9637","71.8624","9.4","60.1","Segment-07","Node 259 on 2025-09-16 | row 259","2025-09-16","Node-259"
"260","50.0118","-32.778","73.5362","10.45","64.9","Segment-08","Node 260 on 2025-09-17 | row 260","2025-09-17","Node-260"
"261","52.7844","-32.5475","75.1081","7.9","69.7","Segment-09","Node 261 on 2025-09-18 | row 261","2025-09-18","Node-261"
"262","44.5126","-32.2715","76.5764","8.95","74.5","Segment-10","Node 262 on 2025-09-19 | row 262","2025-09-19","Node-262"
"263","47.2358","-31.9493","77.9392","10","79.3","Segment-11","Node 263 on 2025-09-20 | row 263","2025-09-20","Node-263"
"264","49.9332","-31.5803","79.1951","11.05","64.3","Segment-12","Node 264 on 2025-09-21 | row 264","2025-09-21","Node-264"
"265","52.6042","-31.1639","80.3429","12.1","69.1","Segment-01","Node 265 on 2025-09-22 | row 265","2025-09-22","Node-265"
"266","55.2482","-30.6996","81.3816","13.15","58.85","Segment-02","Node 266 on 2025-09-23 | row 266","2025-09-23","Node-266"
"267","57.8646","-30.187","82.3106","14.2","63.65","Segment-03","Node 267 on 2025-09-24 | row 267","2025-09-24","Node-267"
"268","60.4528","-29.6256","83.1294","15.25","68.45","Segment-04","Node 268 on 2025-09-25 | row 268","2025-09-25","Node-268"
"269","63.0123","-29.0152","83.8378","16.3","73.25","Segment-05","Node 269 on 2025-09-26 | row 269","2025-09-26","Node-269"
"270","65.5426","-28.3553","84.436","13.75","78.05","Segment-06","Node 270 on 2025-09-27 | row 270","2025-09-27","Node-270"
"271","68.0431","-27.6458","84.9243","14.8","82.85","Segment-07","Node 271 on 2025-09-28 | row 271","2025-09-28","Node-271"
"272","45.8633","-26.8866","85.3034","4.8","87.65","Segment-08","Node 272 on 2025-09-29 | row 272","2025-09-29","Node-272"
"273","48.3028","-26.0775","85.574","5.85","77.4","Segment-09","Node 273 on 2025-09-30 | row 273","2025-09-30","Node-273"
"274","50.7111","-25.2184","85.7375","6.9","82.2","Segment-10","Node 274 on 2025-10-01 | row 274","2025-10-01","Node-274"
"275","53.0879","-24.3094","85.7951","7.95","67.2","Segment-11","Node 275 on 2025-10-02 | row 275","2025-10-02","Node-275"
"276","55.4327","-49.1106","85.7486","9","72","Segment-12","Node 276 on 2025-10-03 | row 276","2025-10-03","Node-276"
"277","57.7451","-48.102","85.5998","10.05","76.8","Segment-01","Node 277 on 2025-10-04 | row 277","2025-10-04","Node-277"
"278","60.0247","-47.0439","85.351","11.1","81.6","Segment-02","Node 278 on 2025-10-05 | row 278","2025-10-05","Node-278"
"279","62.2714","-45.9366","56.7944","8.55","86.4","Segment-03","Node 279 on 2025-10-06 | row 279","2025-10-06","Node-279"
"280","64.4846","-36.4102","56.3528","9.6","76.15","Segment-04","Node 280 on 2025-10-07 | row 280","2025-10-07","Node-280"
"281","66.6643","-35.2052","55.8189","10.65","80.95","Segment-05","Node 281 on 2025-10-08 | row 281","2025-10-08","Node-281"
"282","68.81","-33.9521","55.1959","11.7","85.75","Segment-06","Node 282 on 2025-10-09 | row 282","2025-10-09","Node-282"
"283","70.9217","-32.6512","54.4871","12.75","90.55","Segment-07","Node 283 on 2025-10-10 | row 283","2025-10-10","Node-283"
"284","72.999","-31.3031","53.6958","13.8","95.35","Segment-08","Node 284 on 2025-10-11 | row 284","2025-10-11","Node-284"
"285","75.0418","-29.9085","52.8258","14.85","100.15","Segment-09","Node 285 on 2025-10-12 | row 285","2025-10-12","Node-285"
"286","77.05","-28.4679","51.8811","15.9","85.15","Segment-10","Node 286 on 2025-10-13 | row 286","2025-10-13","Node-286"
"287","79.0233","-26.9821","50.8654","16.95","74.9","Segment-11","Node 287 on 2025-10-14 | row 287","2025-10-14","Node-287"
"288","80.9618","-25.4518","49.7832","14.4","79.7","Segment-12","Node 288 on 2025-10-15 | row 288","2025-10-15","Node-288"
"289","58.2153","-23.8778","48.6388","4.4","84.5","Segment-01","Node 289 on 2025-10-16 | row 289","2025-10-16","Node-289"
"290","60.0837","-22.261","47.4365","5.45","89.3","Segment-02","Node 290 on 2025-10-17 | row 290","2025-10-17","Node-290"
"291","50.8972","-20.6023","46.1812","6.5","94.1","Segment-03","Node 291 on 2025-10-18 | row 291","2025-10-18","Node-291"
"292","52.6955","-18.9027","44.8774","7.55","98.9","Segment-04","Node 292 on 2025-10-19 | row 292","2025-10-19","Node-292"
"293","54.4588","-17.1631","43.5301","8.6","103.7","Segment-05","Node 293 on 2025-10-20 | row 293","2025-10-20","Node-293"
"294","56.1872","-15.3847","42.1441","9.65","93.45","Segment-06","Node 294 on 2025-10-21 | row 294","2025-10-21","Node-294"
"295","57.8806","-13.5685","40.7246","10.7","98.25","Segment-07","Node 295 on 2025-10-22 | row 295","2025-10-22","Node-295"
"296","59.5392","-11.7157","39.2765","11.75","103.05","Segment-08","Node 296 on 2025-10-23 | row 296","2025-10-23","Node-296"
"297","61.1631","-9.8275","37.805","9.2","88.05","Segment-09","Node 297 on 2025-10-24 | row 297","2025-10-24","Node-297"
"298","62.7525","-7.9051","36.3153","10.25","92.85","Segment-10","Node 298 on 2025-10-25 | row 298","2025-10-25","Node-298"
"299","64.3075","-31.7097","34.8126","11.3","97.65","Segment-11","Node 299 on 2025-10-26 | row 299","2025-10-26","Node-299"
"300","65.8284","-29.7228","33.302","12.35","102.45","Segment-12","Node 300 on 2025-10-27 | row 300","2025-10-27","Node-300"
"301","67.3153","-27.7056","31.7889","13.4","7.2","Segment-01","Node 301 on 2025-10-28 | row 301","2025-10-28","Node-301"
"302","68.7686","-25.6595","30.2784","14.45","12","Segment-02","Node 302 on 2025-10-29 | row 302","2025-10-29","Node-302"
"303","70.1884","-23.5861","28.7756","15.5","16.8","Segment-03","Node 303 on 2025-10-30 | row 303","2025-10-30","Node-303"
"304","71.5752","-21.4866","27.2857","16.55","21.6","Segment-04","Node 304 on 2025-10-31 | row 304","2025-10-31","Node-304"
"305","72.9291","-19.3626","25.8138","17.6","26.4","Segment-05","Node 305 on 2025-11-01 | row 305","2025-11-01","Node-305"
"306","49.6006","-17.2156","24.3648","4","31.2","Segment-06","Node 306 on 2025-11-02 | row 306","2025-11-02","Node-306"
"307","50.8901","-15.0472","22.9438","5.05","36","Segment-07","Node 307 on 2025-11-03 | row 307","2025-11-03","Node-307"
"308","52.1478","-12.8589","21.5554","6.1","5.95","Segment-08","Node 308 on 2025-11-04 | row 308","2025-11-04","Node-308"
"309","53.3743","-10.6524","20.2045","7.15","10.75","Segment-09","Node 309 on 2025-11-05 | row 309","2025-11-05","Node-309"
"310","54.5701","-8.4291","-9.3143","8.2","15.55","Segment-10","Node 310 on 2025-11-06 | row 310","2025-11-06","Node-310"
"311","55.7354","2.1791","-10.5767","9.25","20.35","Segment-11","Node 311 on 2025-11-07 | row 311","2025-11-07","Node-311"
"312","56.8709","4.4308","-11.7882","10.3","25.15","Segment-12","Node 312 on 2025-11-08 | row 312","2025-11-08","Node-312"
"313","57.9771","6.6942","-12.9446","11.35","29.95","Segment-01","Node 313 on 2025-11-09 | row 313","2025-11-09","Node-313"
"314","59.0544","8.9676","-14.042","12.4","34.75","Segment-02","Node 314 on 2025-11-10 | row 314","2025-11-10","Node-314"
"315","60.1034","11.2494","-15.0765","9.85","24.5","Segment-03","Node 315 on 2025-11-11 | row 315","2025-11-11","Node-315"
"316","61.1247","13.5378","-16.0444","10.9","29.3","Segment-04","Node 316 on 2025-11-12 | row 316","2025-11-12","Node-316"
"317","62.1189","15.8312","-16.9422","11.95","34.1","Segment-05","Node 317 on 2025-11-13 | row 317","2025-11-13","Node-317"
"318","63.0866","18.1278","-17.7668","13","38.9","Segment-06","Node 318 on 2025-11-14 | row 318","2025-11-14","Node-318"
"319","64.0285","20.4259","-18.515","14.05","23.9","Segment-07","Node 319 on 2025-11-15 | row 319","2025-11-15","Node-319"
"320","53.9251","22.7237","-19.1839","15.1","28.7","Segment-08","Node 320 on 2025-11-16 | row 320","2025-11-16","Node-320"
"321","54.8171","25.0197","-19.771","16.15","33.5","Segment-09","Node 321 on 2025-11-17 | row 321","2025-11-17","Node-321"
"322","55.6853","1.5519","-20.2738","17.2","23.25","Segment-10","Node 322 on 2025-11-18 | row 322","2025-11-18","Node-322"
"323","31.8803","3.8388","-20.6903","7.2","28.05","Segment-11","Node 323 on 2025-11-19 | row 323","2025-11-19","Node-323"
"324","32.7028","6.1186","-21.0183","4.65","32.85","Segment-12","Node 324 on 2025-11-20 | row 324","2025-11-20","Node-324"
"325","33.5036","8.3896","-21.2564","5.7","37.65","Segment-01","Node 325 on 2025-11-21 | row 325","2025-11-21","Node-325"
"326","34.2835","10.6502","-21.4031","6.75","42.45","Segment-02","Node 326 on 2025-11-22 | row 326","2025-11-22","Node-326"
"327","35.0432","12.8986","-21.457","7.8","47.25","Segment-03","Node 327 on 2025-11-23 | row 327","2025-11-23","Node-327"
"328","35.7834","15.1331","-21.4175","8.85","52.05","Segment-04","Node 328 on 2025-11-24 | row 328","2025-11-24","Node-328"
"329","36.505","17.3522","-21.2837","9.9","41.8","Segment-05","Node 329 on 2025-11-25 | row 329","2025-11-25","Node-329"
"330","37.2088","19.5543","-21.0552","10.95","26.8","Segment-06","Node 330 on 2025-11-26 | row 330","2025-11-26","Node-330"
"331","37.8957","21.7376","-20.7319","12","31.6","Segment-07","Node 331 on 2025-11-27 | row 331","2025-11-27","Node-331"
"332","38.5663","23.9007","-20.3139","13.05","36.4","Segment-08","Node 332 on 2025-11-28 | row 332","2025-11-28","Node-332"
"333","39.2217","26.0419","-19.8015","10.5","41.2","Segment-09","Node 333 on 2025-11-29 | row 333","2025-11-29","Node-333"
"334","39.8626","28.1597","-19.1953","11.55","46","Segment-10","Node 334 on 2025-11-30 | row 334","2025-11-30","Node-334"
"335","40.4899","30.2526","-18.4961","12.6","50.8","Segment-11","Node 335 on 2025-12-01 | row 335","2025-12-01","Node-335"
"336","41.1046","32.3192","-17.7051","13.65","40.55","Segment-12","Node 336 on 2025-12-02 | row 336","2025-12-02","Node-336"
"337","41.7074","34.358","-16.8234","14.7","45.35","Segment-01","Node 337 on 2025-12-03 | row 337","2025-12-03","Node-337"
"338","42.2993","36.3676","-15.8529","15.75","50.15","Segment-02","Node 338 on 2025-12-04 | row 338","2025-12-04","Node-338"
"339","42.8812","38.3465","-14.7951","16.8","54.95","Segment-03","Node 339 on 2025-12-05 | row 339","2025-12-05","Node-339"
"340","18.8039","40.2935","-13.6521","6.8","59.75","Segment-04","Node 340 on 2025-12-06 | row 340","2025-12-06","Node-340"
"341","19.3685","42.2073","-40.6362","7.85","44.75","Segment-05","Node 341 on 2025-12-07 | row 341","2025-12-07","Node-341"
"342","19.9259","52.4566","-39.3299","5.3","49.55","Segment-06","Node 342 on 2025-12-08 | row 342","2025-12-08","Node-342"
"343","20.4769","54.3001","-37.9457","6.35","39.3","Segment-07","Node 343 on 2025-12-09 | row 343","2025-12-09","Node-343"
"344","21.0225","56.1067","-36.4865","7.4","44.1","Segment-08","Node 344 on 2025-12-10 | row 344","2025-12-10","Node-344"
"345","21.5637","32.1152","-34.9554","8.45","48.9","Segment-09","Node 345 on 2025-12-11 | row 345","2025-12-11","Node-345"
"346","22.1013","33.8446","-33.3555","9.5","53.7","Segment-10","Node 346 on 2025-12-12 | row 346","2025-12-12","Node-346"
"347","22.6364","35.5338","-31.6903","10.55","58.5","Segment-11","Node 347 on 2025-12-13 | row 347","2025-12-13","Node-347"
"348","23.1698","37.1819","-29.9633","11.6","63.3","Segment-12","Node 348 on 2025-12-14 | row 348","2025-12-14","Node-348"
"349","12.6826","38.7877","-28.1782","12.65","68.1","Segment-01","Node 349 on 2025-12-15 | row 349","2025-12-15","Node-349"
"350","13.2156","40.3506","-26.3387","13.7","57.85","Segment-02","Node 350 on 2025-12-16 | row 350","2025-12-16","Node-350"
"351","13.7499","41.8696","-24.4489","11.15","62.65","Segment-03","Node 351 on 2025-12-17 | row 351","2025-12-17","Node-351"
"352","14.2863","43.3438","-22.5129","12.2","47.65","Segment-04","Node 352 on 2025-12-18 | row 352","2025-12-18","Node-352"
"353","14.8258","44.7727","-20.5346","13.25","52.45","Segment-05","Node 353 on 2025-12-19 | row 353","2025-12-19","Node-353"
"354","15.3694","46.1554","-18.5185","14.3","57.25","Segment-06","Node 354 on 2025-12-20 | row 354","2025-12-20","Node-354"
"355","15.9179","47.4914","-16.4688","15.35","62.05","Segment-07","Node 355 on 2025-12-21 | row 355","2025-12-21","Node-355"
"356","16.4724","48.7801","-14.3899","16.4","66.85","Segment-08","Node 356 on 2025-12-22 | row 356","2025-12-22","Node-356"
"357","-7.6163","50.021","-12.2863","6.4","56.6","Segment-09","Node 357 on 2025-12-23 | row 357","2025-12-23","Node-357"
"358","-7.0471","51.2135","-10.1624","7.45","61.4","Segment-10","Node 358 on 2025-12-24 | row 358","2025-12-24","Node-358"
"359","-6.4693","52.3573","-8.0227","8.5","66.2","Segment-11","Node 359 on 2025-12-25 | row 359","2025-12-25","Node-359"
"360","-5.8819","53.4521","-5.8717","5.95","71","Segment-12","Node 360 on 2025-12-26 | row 360","2025-12-26","Node-360"
"361","-5.2839","54.4975","-3.714","7","75.8","Segment-01","Node 361 on 2025-12-27 | row 361","2025-12-27","Node-361"
"362","-4.6745","55.4933","-1.5539","8.05","80.6","Segment-02","Node 362 on 2025-12-28 | row 362","2025-12-28","Node-362"
"363","-4.0528","56.4393","0.6039","9.1","65.6","Segment-03","Node 363 on 2025-12-29 | row 363","2025-12-29","Node-363"
"364","-3.4179","57.3355","2.7551","10.15","55.35","Segment-04","Node 364 on 2025-12-30 | row 364","2025-12-30","Node-364"
"365","-2.7689","58.1817","4.8954","11.2","60.15","Segment-05","Node 365 on 2025-12-31 | row 365","2025-12-31","Node-365"
"366","-8.5649","65.4581","7.0204","12.25","9.7","Segment-06","Node 366 on 2025-01-01 | row 366","2025-01-01","Node-366"
"367","-7.8852","66.2045","9.1259","13.3","14.5","Segment-07","Node 367 on 2025-01-02 | row 367","2025-01-02","Node-367"
"368","-7.1889","41.1412","11.2079","14.35","19.3","Segment-08","Node 368 on 2025-01-03 | row 368","2025-01-03","Node-368"
"369","-6.4751","41.7884","13.2621","11.8","24.1","Segment-09","Node 369 on 2025-01-04 | row 369","2025-01-04","Node-369"
